                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                             co_core_mass                             fe_core_mass                   neutron_rich_core_mass                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                     msun                                     rsun                                     lsun 
                                     200                                      862                  2.0000000000000000E+000                  2.0000000000000000E-002                  1.4778837764706483E+008                  2.3575474512121085E+007                  8.8999644143104597E+003                  1.6763427231262906E+001                  1.7220986540863910E+000                 -2.7104043347591644E+000                  6.3426886376748171E-001                  4.4092149144705223E-006                  3.4544942579857957E-001                  4.1297490638712737E-005                  7.0156012381073348E-003                  7.0581562371474973E-003                  2.0850244238750358E-003                  2.0000000000000000E+000                  0.0000000000000000E+000                  1.3766826196655393E+000                  2.0633128016305104E-004                  5.8274010348747085E-001                  4.1384419782519869E-003                  5.8531575818260590E-003                  1.8054853500487380E-002                  4.1700488477500724E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.5992969150776060E+004                  3.2630224266538071E+006                  1.1930734523487570E+009                  1.6779381200831082E+001                  1.6779381200831082E+001                  3.6683926492841633E-038                  9.3268099359625611E-001                  5.0000000000000000E+001                  1.0000000000000000E+003                  4.6638465064350130E+015                               "r22.05.1"                               "gfortran"                                 "12.2.0"                  "aarch64-macos-22.10.1"                                 "CRMATH"                               "20221125"                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                        q                                  r_div_R                                    grada                                       pp                                      cno                                 tri_alfa                                     logL                                    gradT                                    gradr                                    gradL                          gradT_div_grada                                      tau 
                                       1                  2.0000000000000000E+000                  2.3605802731396694E-001                  3.9511905439974213E+000                 -8.6325592681288370E+000                  3.1964024351032605E+000                  6.9999999994394302E-001                  2.8000000005605719E-001                  1.9999999999999796E-002                  1.0000000000000000E+000                  1.0000000000000000E+000                  7.8958416226816472E-002                  3.4175022606586729E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.2243628135462317E+000                  1.2772635373342517E-001                  1.2772635373410751E-001                  7.8958416226816472E-002                  1.6176407764628611E+000                  6.6666666666666663E-001 
                                       2                  1.9999999999995000E+000                  2.3604945333529237E-001                  3.9549377874014535E+000                 -8.6123411255092659E+000                  3.2236914451227214E+000                  6.9999999994394302E-001                  2.8000000005605719E-001                  1.9999999999999796E-002                  9.9999999999974998E-001                  9.9998025787939449E-001                  7.8599888903407689E-002                  3.5803699817991886E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.2243628135462319E+000                  1.3736126713313312E-001                  1.3736126713006255E-001                  7.8779152565112087E-002                  1.7436245841766589E+000                  7.1158069762796994E-001 
                                       3                  1.9999999999989999E+000                  2.3604126888728610E-001                  3.9579838520026400E+000                 -8.5990051839737394E+000                  3.2430901731361113E+000                  6.9999999994394302E-001                  2.8000000005605719E-001                  1.9999999999999796E-002                  9.9999999999949996E-001                  9.9996141304103836E-001                  7.8301135950584008E-002                  3.6920237870937606E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.2243628135462319E+000                  1.5803362717135097E-001                  1.5803362718440209E-001                  7.8400720268191892E-002                  2.0157165218731681E+000                  7.6187095267439842E-001 
                                       4                  1.9999999999987499E+000                  2.3603730024745861E-001                  3.9600961391175145E+000                 -8.5908747843020485E+000                  3.2555578590277112E+000                  6.9999999994394302E-001                  2.8000000005605719E-001                  1.9999999999999796E-002                  9.9999999999937494E-001                  9.9995227530449593E-001                  7.8101007699912434E-002                  3.7617963969331046E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.2243628135462319E+000                  1.6943224557030856E-001                  1.6943224543702426E-001                  7.8201071825248214E-002                  2.1666230604732606E+000                  7.8936119829894080E-001 
                                       5                  1.9999999999985001E+000                  2.3603340510736229E-001                  3.9633957812449596E+000                 -8.5798050805133261E+000                  3.2736135714406909E+000                  6.9999999994394302E-001                  2.8000000005605719E-001                  1.9999999999999796E-002                  9.9999999999924993E-001                  9.9994330688123101E-001                  7.7805679238200434E-002                  3.8589178664409311E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.2243628135462319E+000                  1.8173711672025322E-001                  1.8173711679756194E-001                  7.8002564879341763E-002                  2.3298864210602974E+000                  8.1856887859855321E-001 
                                       6                  1.9999999999979998E+000                  2.3602581058248845E-001                  3.9671095212534331E+000                 -8.5701561332976741E+000                  3.2914804354182952E+000                  6.9999999994394302E-001                  2.8000000005605719E-001                  1.9999999999999796E-002                  9.9999999999899991E-001                  9.9992582098575167E-001                  7.7497246308176393E-002                  3.9456173371229083E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.2243628135462317E+000                  2.0887517319437576E-001                  2.0887517361605981E-001                  7.7606288253134384E-002                  2.6914722749408089E+000                  8.8265646874216264E-001 
                                       7                  1.9999999999977265E+000                  2.3602174842069587E-001                  3.9698580625854287E+000                 -8.5642237407132100E+000                  3.3036846053177218E+000                  6.9999999994394302E-001                  2.8000000005605719E-001                  1.9999999999999796E-002                  9.9999999999886324E-001                  9.9991646825013458E-001                  7.7298773940606968E-002                  3.9998863718043777E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.2243628135462319E+000                  2.2522736480383854E-001                  2.2522736584361727E-001                  7.7398010124391681E-002                  2.9099890868235514E+000                  9.2143001909582578E-001 
                                       8                  1.9999999999974531E+000                  2.3601774125843628E-001                  3.9727410756514887E+000                 -8.5591094429782224E+000                  3.3155556094504295E+000                  6.9999999994394302E-001                  2.8000000005605719E-001                  1.9999999999999796E-002                  9.9999999999872657E-001                  9.9990724223134730E-001                  7.7119800132750840E-002                  4.0472703059790175E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.2243628135462319E+000                  2.4287599823408509E-001                  2.4287600022027381E-001                  7.7209287036678897E-002                  3.1456837325632199E+000                  9.6313195005687191E-001 
                                       9                  1.9999999999971798E+000                  2.3601378089919772E-001                  3.9757662443960076E+000                 -8.5548319712582508E+000                  3.3271111622988010E+000                  6.9999999994394302E-001                  2.8000000005605719E-001                  1.9999999999999796E-002                  9.9999999999858991E-001                  9.9989812405464051E-001                  7.6967668997222599E-002                  4.0873318555473469E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.2243628135462319E+000                  2.6180789668570548E-001                  2.6180790271447174E-001                  7.7043734564986727E-002                  3.3981724557351174E+000                  1.0080591085199369E+000 
